,id,title,year,journal.id,journal.title
0,pub.1083144808,Role of tachykinins in ozone-induced airway hyperresponsiveness to cigarette smoke in guinea pigs,1997,jour.1017950,Journal of Applied Physiology
0,pub.1046613643,Acute effects of ozone exposure on lung function in mice sensitized to ovalbumin,2002,jour.1016494,Toxicology
0,pub.1020125962,Short-Term Exposure to Aged and Diluted Sidestream Cigarette Smoke Enhances Ozone-Induced Lung Injury in B6C3F1 Mice,2002,jour.1092859,Toxicological Sciences
0,pub.1039534777,Differential Susceptibility to Ozone-Induced Airways Hyperreactivity in Inbred Strains of Mice,1995,jour.1091204,Experimental Lung Research
0,pub.1083209276,Chemokine regulation of ozone-induced neutrophil and monocyte inflammation,1998,jour.1017022,American Journal of Physiology
0,pub.1030743160,Effects of Ozone Exposure at Ambient Air Pollution Episode Levels on Exercise Performance,1987,jour.1095007,Sports Medicine
0,pub.1053447074,Ozone dose–response effects of varied equivalent minute ventilation rates,2000,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1029235224,COMPARISON OF CHAMBER AND FACE-MASK 6.6-HOUR EXPOSURES TO OZONE ON PULMONARY FUNCTION AND SYMPTOMS RESPONSES,2002,jour.1099488,Inhalation Toxicology
0,pub.1051608256,Comparison of Chamber 6.6-h Exposures to 0.04–0.08 PPM Ozone via Square-wave and Triangular Profiles on Pulmonary Responses,2006,jour.1099488,Inhalation Toxicology
0,pub.1081868308,Ozone and high ventilation effects on pulmonary function and endurance performance,1983,jour.1017950,Journal of Applied Physiology
0,pub.1082249715,Detection of ozone toxicity during continuous exercise via the effective dose concept,1981,jour.1017950,Journal of Applied Physiology
0,pub.1031711745,CYCLOOXYGENASE METABOLITES PLAY A DIFFERENT ROLE IN OZONE-INDUCED PULMONARY FUNCTION DECLINE IN ASTHMATICS COMPARED TO NORMALS,2000,jour.1099488,Inhalation Toxicology
0,pub.1083099723,Ozone inactivates cyclooxygenase in human tracheal epithelial cells without altering PGHS-2 mRNA or protein,1997,jour.1017022,American Journal of Physiology
0,pub.1050178475,Ozone-induced Airway Inflammation in Human Subjects as Determined by Airway Lavage and Biopsy,1993,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1049182166,"Ozone, But Not Nitrogen Dioxide, Exposure Decreases  Glutathione Peroxidases in Epithelial Lining Fluid of  Human Lung",2000,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1040366962,Ozone-induced decrements in FEV1 and FVC do not correlate with measures of inflammation.,1996,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1083180149,Effects of ozone on normal and potentially sensitive human subjects. Part I: Airway inflammation and responsiveness to ozone in normal and asthmatic subjects.,1997,jour.1358288,Research report
0,pub.1047583497,Effect of Ozone Inhalation on the Response to Nasal Challenge with Antigen of Allergic Subjects,1990,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1050161007,Bronchoalveolar Lavage Neutrophilia in Asthmatic and Healthy Volunteers After Controlled Exposure to Ozone and Filtered Purified Air,1994,jour.1012865,CHEST Journal
0,pub.1080116376,Role of the parasympathetic nervous system in acute lung response to ozone,1985,jour.1017950,Journal of Applied Physiology
0,pub.1035156111,Duration of Increased Pulmonary Function Sensitivity to an Initial Ozone Exposure,1985,jour.1446193,AIHA Journal
0,pub.1009353484,Polymorphism of Quinone-metabolizing Enzymes and  Susceptibility to Ozone-induced Acute Effects,2001,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1040282743,Clara cell protein as a biomarker for ozone-induced lung injury in humans,2003,jour.1097884,European Respiratory Journal
0,pub.1002913834,Ozone‐induced bronchial epithelial cytokine expression differs between healthy and asthmatic subjects,2003,jour.1014810,Clinical & Experimental Allergy
0,pub.1051113700,Inhalation of Fine Particulate Air Pollution and Ozone Causes Acute Arterial Vasoconstriction in Healthy Adults,2002,jour.1009570,Circulation
0,pub.1082993601,Longitudinal distribution of O3 absorption in the lung: gender differences and intersubject variability,1996,jour.1017950,Journal of Applied Physiology
0,pub.1053372395,Ozone-induced Inflammation Is Attenuated with  Multiday Exposure,1998,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1082762441,Acute inhalation of ozone stimulates bronchial C-fibers and rapidly adapting receptors in dogs,1993,jour.1017950,Journal of Applied Physiology
0,pub.1003995933,Biomarkers of oxidative stress after controlled human exposure to ozone,2002,jour.1087073,Toxicology Letters
0,pub.1042199526,Time-Dependent Changes of Inflammatory Mediators in the Lungs of Humans Exposed to 0.4 ppm Ozone for 2 hr: A Comparison of Mediators Found in Bronchoalveolar Lavage Fluid 1 and 18 hr after Exposure,1996,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1033020620,INFLAMMATION AND CELL DAMAGE INDUCED BY REPEATED EXPOSURE OF HUMANS TO OZONE,1997,jour.1099488,Inhalation Toxicology
0,pub.1014420769,Persistence of Ozone-Induced Changes in Lung Function and Airway Responsiveness,1989,,
0,pub.1031038677,TIME COURSE OF RESPONSE TO OZONE EXPOSURE IN HEALTHY ADULT FEMALES,2000,jour.1099488,Inhalation Toxicology
0,pub.1079959179,Persistence of the acute effects of ozone exposure.,1986,jour.1051613,Aerospace Medicine and Human Performance
0,pub.1082888694,Decrease of maximum work performance following ozone exposure,1977,jour.1017950,Journal of Applied Physiology
0,pub.1047035594,THE INFLUENCE OF EXERCISE ON THE PULMONARY FUNCTION CHANGES DUE TO EXPOSURE TO LOW CONCENTRATIONS OF OZONE,1978,,
0,pub.1013740675,Pulmonary Function and Symptom Responses after 6.6-Hour Exposure to 0.12 ppm Ozone with Moderate Exercise,1988,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1035114720,Respiratory responses to repeated prolonged exposure to 0.12 ppm ozone.,1994,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1082988396,Regional clearance of solute from the respiratory epithelia: 18-20 h postexposure to ozone,1996,jour.1017950,Journal of Applied Physiology
0,pub.1079879071,Ozone exposure alters tracheobronchial mucociliary function in humans,1987,jour.1017950,Journal of Applied Physiology
0,pub.1082749622,Exposure to ozone alters regional function and particle dosimetry in the human lung,1993,jour.1017950,Journal of Applied Physiology
0,pub.1082983197,Bloodborne markers in humans during multiday exposure to ozone,1996,jour.1017950,Journal of Applied Physiology
0,pub.1006683435,Acute Exposure of Humans to Ozone Impairs Small Airway Function,1997,jour.1011563,Annals of Work Exposures and Health
0,pub.1074719348,Bronchial reactivity of healthy subjects: 18–20 h postexposure to ozone,2000,jour.1017950,Journal of Applied Physiology
0,pub.1064744914,Enhanced response to ozone exposure during the follicular phase of the menstrual cycle.,1993,jour.1031925,Environmental Health Perspectives
0,pub.1017661233,Airway Inflammation in Smokers and Nonsmokers with  Varying Responsiveness to Ozone,1997,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1064745422,Comparison of the toxic effects of hydrogen peroxide and ozone on cultured human bronchial epithelial cells.,1994,jour.1031925,Environmental Health Perspectives
0,pub.1082776397,Mucociliary clearance of inhaled particles measured at 2 h after ozone exposure in humans,1993,jour.1017950,Journal of Applied Physiology
0,pub.1047382397,Inhaled Albuterol does Not Protect Against Ozone Toxicity in Nonasthmatic Athletes,1988,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1036034978,Cardiovascular Effects of Ozone Exposure in Human Volunteers,1998,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1019979708,Biomarkers of Inflammation in Ozone-exposed Humans: Comparison of the Nasal and Bronchoalveolar Lavage,1990,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1025753855,Neutrophil Influx Measured in Nasal Lavages of Humans Exposed to Ozone,1988,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1070328918,The burden of air pollution: impacts among racial minorities.,2001,jour.1031925,Environmental Health Perspectives
0,pub.1010496140,Bacterial Endotoxin Is an Active Component of Cigarette Smoke,1999,jour.1012865,CHEST Journal
0,pub.1079669440,Relationship between ozone exposure and pulmonary function changes,1987,jour.1017950,Journal of Applied Physiology
0,pub.1048595562,Effects of Steady-State and Variable Ozone Concentration Profiles on Pulmonary Function,1992,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1036059597,Lung function response of healthy women after sequential exposures to NO2 and O3.,1994,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1006524137,Effects of cyclo-oxygenase inhibition on ozone-induced respiratory inflammation and lung function changes,1996,jour.1319730,European Journal of Applied Physiology
0,pub.1063198535,Distribution and reproducibility of spirometric response to ozone by gender and age,2003,jour.1017950,Journal of Applied Physiology
0,pub.1056728565,Effect of ozone exposure on maximal airway narrowing in non-asthmatic and asthmatic subjects.,1995,jour.1016843,Clinical Science
0,pub.1004766239,Effects of Photochemical Air Pollution and Allergen Exposure on Upper Respiratory Tract Inflammation in Asthmatics,1997,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1037519666,Ozone-induced inflammation assessed in sputum and bronchial lavage fluid from asthmatics: A new noninvasive tool in epidemiologic studies on air pollution and asthma,1999,jour.1097289,Free Radical Biology and Medicine
0,pub.1009945473,Ozone-induced Airway Inflammatory Changes Differ  between Individuals and Are Reproducible,1999,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1018628911,Repeated ozone exposures enhance bronchial allergen responses in subjects with rhinitis or asthma,2002,jour.1014810,Clinical & Experimental Allergy
0,pub.1014373866,Validation of the Human Ozone Challenge Model as a Tool for Assessing Anti‐Inflammatory Drugs in Early Development,2005,jour.1313319,The Journal of Clinical Pharmacology
0,pub.1034568617,"Ozone Concentration and Pulmonary Response Relationships for 6.6-Hour Exposures with Five Hours of Moderate Exercise to 0.08, 0.10, and 0.12 ppm",1990,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1029175307,Comparison of Pulmonary Responses of Asthmatic and Nonasthmatic Subjects Performing Light Exercise While Exposed to a Low Level of Ozone,1995,jour.1096071,Toxicology and Industrial Health
0,pub.1080719539,Pulmonary function and maximum exercise responses following acute ozone exposure.,1979,jour.1051613,Aerospace Medicine and Human Performance
0,pub.1053196590,Gender Difference in the Concentration of the Antioxidant Uric Acid in Human Nasal Lavage,1996,jour.1016944,Acta Oto-Laryngologica
0,pub.1053273570,The Local C-Fiber Contribution to Ozone-Induced Effects on the Isolated Guinea Pig Lung,1996,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1000530876,The effect of ozone exposure on allergen responsiveness in subjects with asthma or rhinitis.,1996,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1011566058,The Effect of Repeated Ozone Exposures on  Inflammatory Markers in Bronchoalveolar Lavage Fluid and Mucosal Biopsies,2000,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1010802451,Increased specific airway reactivity of persons with mild allergic asthma after 7.6 hours of exposure to 0.16 ppm ozone,1999,jour.1055081,Journal of Allergy and Clinical Immunology
0,pub.1047835128,Ozone-Induced Inflammation in the Lower Airways of Human Subjects.,1989,jour.1081863,Journal of Occupational and Environmental Medicine
0,pub.1042170976,Products of ozonized arachidonic acid potentiate the formation of DNA single strand breaks in cultured human lung cells,1996,jour.1097668,Environmental and Molecular Mutagenesis
0,pub.1079453630,Ozone-induced changes in pulmonary function and bronchial responsiveness in asthmatics,1989,jour.1017950,Journal of Applied Physiology
0,pub.1036755280,Effects of Ozone on Epithelium and Sensory Nerves in the Bronchial Mucosa of Healthy Humans,1997,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1035176326,Duration of pulmonary function adaptation to ozone in humans,1982,jour.1446193,AIHA Journal
0,pub.1027458228,Pulmonary function adaptation to ozone in subjects with chronic bronchitis,1984,jour.1009554,Environmental Research
0,pub.1017172722,"An Air Quality Data Analysis System for Interrelating Effects, Standards, and Needed Source Reductions: Part 11. A Lognormal Model Relating Human Lung Function Decrease to O3 Exposure",1991,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1010464140,"A Dose-Response Study of Healthy, Heavily Exercising Men Exposed To Ozone At Concentrations Near the Ambient Air Quality Standard",1986,jour.1096071,Toxicology and Industrial Health
0,pub.1033631800,"Chamber Exposures of Children to Mixed Ozone, Sulfur Dioxide, and Sulfuric Acid",1997,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1038413838,"A COMPARISON OF BIOMARKERS OF OZONE EXPOSURE IN HUMAN PLASMA, NASAL LAVAGE, AND SPUTUM",1999,jour.1099488,Inhalation Toxicology
0,pub.1049128095,Human bronchial smooth muscle responsiveness after in vitro exposure to oxidizing pollutants,1996,jour.1095523,Cell Biology and Toxicology
0,pub.1004093082,Inflammatory effects of ozone in the upper airways of subjects with asthma.,1994,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1002377611,Individual variability in human lung function responses to ozone exposure,1996,jour.1115840,Environmental Toxicology and Pharmacology
0,pub.1081999157,Pulmonary effects of ozone exposure during exercise: dose-response characteristics,1983,jour.1017950,Journal of Applied Physiology
0,pub.1080057960,Reproducibility of individual responses to ozone exposure.,1985,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1032914286,Respiratory Response of Humans Exposed to Low Levels of Ozone for 6.6 Hours,1991,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1030211736,Predictors of Individual Differences in Acute Response to Ozone Exposure,1993,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1056350655,Ozone-induced respiratory symptoms: exposure-response models and association with lung function.,1999,jour.1097884,European Respiratory Journal
0,pub.1079840786,The effects of salbutamol on pulmonary function in cyclists exposed to ozone: a pilot study.,1987,jour.1036395,Applied Physiology Nutrition and Metabolism
0,pub.1078771699,Ozone inhalation effects in females varying widely in lung size: comparison with males,1990,jour.1017950,Journal of Applied Physiology
0,pub.1029139987,Ozone Effects on the Immediate‐Phase Response to Allergen in the Nasal Airways of Allergic Asthmatic Subjects,1999,jour.1312301,Otolaryngology
0,pub.1047924251,"Effects of aerosol‐applied capsaicin, histamine and prostaglandin E2 on airway sensory receptors of anaesthetized cats.",1993,jour.1312031,The Journal of Physiology
0,pub.1027101860,Effect of low concentrations of ozone on inhaled allergen responses in asthmatic subjects,1991,jour.1077219,The Lancet
0,pub.1064124074,Antioxidant consumption and repletion kinetics in nasal lavage fluid following exposure of healthy human volunteers to ozone.,1999,jour.1097884,European Respiratory Journal
0,pub.1001068105,Differences in basal airway antioxidant concentrations are not predictive of individual responsiveness to ozone: a comparison of healthy and mild asthmatic subjects,2001,jour.1097289,Free Radical Biology and Medicine
0,pub.1035236169,Allergic rhinitis and asthma: epidemiological evidence for the link,2003,jour.1029589,Clinical & Experimental Allergy Reviews
0,pub.1082521755,The association of ambient air pollution with twice daily peak expiratory flow rate measurements in children.,1995,jour.1090493,American Journal of Epidemiology
0,pub.1060301371,"Effects of Short-Term Exposure to 0.2 ppm Ozone on Biomarkers of Inflammation in Sputum, Exhaled Nitric Oxide, and Lung Function in Subjects With Mild Atopic Asthma",2000,jour.1081863,Journal of Occupational and Environmental Medicine
0,pub.1048311531,No Effect of Inhaled Budesonide on the Response to  Inhaled Ozone in Normal Subjects,2000,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1042396802,Nasal Epithelial and Inflammatory Response to Ozone Exposure: A Review of Laboratory-Based Studies Published Since 1985,2003,jour.1312230,Journal of Toxicology and Environmental Health Part B
0,pub.1027090487,Antioxidative enzymes in human nasal mucosa after exposure to ozone. Possible role of GSTM1 deficiency,2003,jour.1012133,Inflammation Research
0,pub.1083342267,Nociceptive mechanisms modulate ozone-induced human lung function decrements,1998,jour.1017950,Journal of Applied Physiology
0,pub.1017917770,Ozone exposure has both a priming effect on allergen-induced responses and an intrinsic inflammatory action in the nasal airways of perennially allergic asthmatics.,1995,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1048424799,Prolonged acute exposure to 0.16 ppm ozone induces eosinophilic airway inflammation in asthmatic subjects with allergies,1997,jour.1055081,Journal of Allergy and Clinical Immunology
0,pub.1051006735,Air pollutants enhance rhinoconjunctivitis symptoms in pollen-allergic individuals,2001,jour.1017219,Annals of Allergy Asthma & Immunology
0,pub.1076616890,Genetic polymorphism of GSTM1 and antioxidant supplementation influence lung function in relation to ozone exposure in asthmatic children in Mexico City.,2004,jour.1019594,Thorax
0,pub.1025577943,Effect of Antioxidant Supplementation on Ozone-Induced Lung Injury in Human Subjects,2001,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1026058098,Greater ozone-induced inflammatory responses in subjects with asthma.,1996,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1000352814,Reduced exercise time in competitive simulations consequent to low level ozone exposure.,1986,jour.1011551,Medicine & Science in Sports & Exercise
0,pub.1051754038,Indomethacin Pretreatment Reduces Ozone-Induced Pulmonary Function Decrements in Human Subjects,1987,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1005046541,Time Course of Ozone-induced Neutrophilia in Normal Humans,1991,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1082762440,Contribution of vagal afferents to respiratory reflexes evoked by acute inhalation of ozone in dogs,1993,jour.1017950,Journal of Applied Physiology
0,pub.1017334471,Differential Effects of Airway Anesthesia on Ozone-induced Pulmonary Responses in Human Subjects,2001,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1026061502,Duration of Enhanced Responsiveness upon Re-Exposure to Ozone,1989,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1083160759,Pulmonary responses of rats to ambient levels of ozone: effects of 7-day intermittent or continuous exposure.,1976,jour.1017964,Laboratory Investigation
0,pub.1005318503,The Pulmonary Response of White and Black Adults to Six Concentrations of Ozone,1993,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1037366209,"Effects of Age, Socioeconomic Status, and Menstrual Cycle on Pulmonary Response to Ozone",1996,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1077228397,Sensory neuropeptides and airway function,1991,jour.1017950,Journal of Applied Physiology
0,pub.1064737691,Synergism between rhinovirus infection and oxidant pollutant exposure enhances airway epithelial cell cytokine production.,2002,jour.1031925,Environmental Health Perspectives
0,pub.1030215734,Effect of ozone on bronchial mucosal inflammation in asthmatic and healthy subjects,2002,jour.1345568,Respiratory Medicine
0,pub.1040241224,Unattenuated Structural and Biochemical Alterations in the Rat Lung during Functional Adaptation to Ozone,1989,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1024136743,Dietary Antioxidants and Ozone-Induced Bronchial Hyperresponsiveness in Adults with Asthma,2001,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1018202019,Ozone Exposure Increases Eosinophilic Airway Response Induced by Previous Allergen Challenge,2002,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1058346706,Ozone exposure and the production of reactive oxygen species by bronchoalveolar cells in humans.,2001,jour.1099488,Inhalation Toxicology
0,pub.1019036387,Evidence for ozone-induced small-airway dysfunction: lack of menstrual-cycle and gender effects.,1995,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1020816164,Mechanisms contributing to ozone-induced bronchial hyperreactivity in guinea-pigs,1992,jour.1313755,Pulmonary Pharmacology & Therapeutics
0,pub.1022690510,Indomethacin Does Not Inhibit the Ozone-induced Increase in Bronchial Responsiveness in Human Subjects,1990,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1049802005,Ambient Air Pollution: Health Hazards to Children,2004,jour.1017874,Pediatrics
0,pub.1062775156,Air pollution and daily mortality in London: 1987-92,1996,jour.1017377,The BMJ
0,pub.1052630408,Air pollution and daily admissions for chronic obstructive pulmonary disease in 6 European cities: results from the APHEA project,1997,jour.1097884,European Respiratory Journal
0,pub.1022410849,"Air pollution, pollens, and daily admissions for asthma in London 1987–92",1998,jour.1019594,Thorax
0,pub.1012366441,"Particulate matter and daily mortality and hospital admissions in the west midlands conurbation of the United Kingdom: associations with fine and coarse particles, black smoke and sulphate",2001,jour.1017084,Occupational and Environmental Medicine
0,pub.1083280269,"Acute effects of ambient ozone on asthmatic, wheezy, and healthy children.",1998,jour.1358288,Research report
0,pub.1034919107,Respiratory Effects of Relocating to Areas of Differing  Air Pollution Levels,2001,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1032591707,"Air pollution and emergency hospital admissions for cardiovascular diseases in Valencia, Spain",2001,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1082650500,Fetal nutrition and cardiovascular disease in adult life.,1993,jour.1077219,The Lancet
0,pub.1043528981,Ambient Ozone and Mortality,2005,jour.1100479,Epidemiology
0,pub.1081992295,Relationship between air pollutant levels and hospital admissions in Southern Ontario.,1983,jour.1017392,Canadian Journal of Public Health
0,pub.1022100969,Air pollution and hospital admissions in Southern Ontario: The acid summer haze effect,1987,jour.1009554,Environmental Research
0,pub.1064744321,The Ontario Air Pollution Study: identification of the causative agent.,1989,jour.1031925,Environmental Health Perspectives
0,pub.1034459549,Asthma attack periodicity: A study of hospital emergency visits in Vancouver,1990,jour.1009554,Environmental Research
0,pub.1020476169,Adaptation by Older Individuals Repeatedly Exposed to 0.45 Parts per Million Ozone for Two Hours,1989,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1047131676,"Ozone and Short-term Mortality in 95 US Urban Communities, 1987-2000",2004,jour.1081531,JAMA
0,pub.1043429774,"A Meta-Analysis of Time-Series Studies of Ozone and Mortality With Comparison to the National Morbidity, Mortality, and Air Pollution Study",2005,jour.1100479,Epidemiology
0,pub.1047434984,The Exposure–Response Curve for Ozone and Risk of Mortality and the Adequacy of Current Ozone Regulations,2006,jour.1031925,Environmental Health Perspectives
0,pub.1032215459,A two‐stage model for multiple time series data of counts,2002,jour.1021876,Biostatistics
0,pub.1064736991,"Outdoor air pollution, low birth weight, and prematurity.",2000,jour.1031925,Environmental Health Perspectives
0,pub.1028618477,Pregnancy outcomes and outdoor air pollution: an ecological study in districts of the Czech Republic 1986-8.,1999,jour.1017084,Occupational and Environmental Medicine
0,pub.1029053484,"Ozone, Suspended Particulates, and Daily Mortality in Mexico City",1997,jour.1090493,American Journal of Epidemiology
0,pub.1083353358,"Mortality and ambient fine particles in southwest Mexico City, 1993-1995.",1998,jour.1031925,Environmental Health Perspectives
0,pub.1029985083,Diurnal Variation in Lung Function in Subgroups from Two Dutch Populations,1999,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1047289980,Effects of air pollution and climatic conditions on the frequency of ophthalmological emergency examinations,2003,jour.1019815,British Journal of Ophthalmology
0,pub.1006120692,"Air pollution and pediatric respiratory hospital admissions in São Paulo, Brazil",1999,jour.1022718,Journal of Environmental Medicine
0,pub.1034088434,Effect of ambient ozone exposure on lung function in farm workers.,1996,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1039641972,Exposure Misclassification and Threshold Concentrations in Time Series Analyses of Air Pollution Health Effects,2002,jour.1092707,Risk Analysis
0,pub.1014647220,Short-term associations between outdoor air pollution and mortality in London 1992-4.,1999,jour.1017084,Occupational and Environmental Medicine
0,pub.1062775155,Association between air pollution and acute childhood wheezy episodes: prospective observational study,1996,jour.1017377,The BMJ
0,pub.1053680825,"Associations between ambient ozone, hydrocarbons, and childhood wheezy episodes: a prospective observational study in south east London",2000,jour.1017084,Occupational and Environmental Medicine
0,pub.1014027725,Effects of smoking and smoking cessation on longitudinal decline in pulmonary function.,1995,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1042063144,Effects of Low Ambient Levels of Ozone and Sulfates on the Frequency of Respiratory Admissions to Ontario Hospitals,1994,jour.1009554,Environmental Research
0,pub.1082506741,Associations between ambient particulate sulfate and admissions to Ontario hospitals for cardiac and respiratory diseases.,1995,jour.1090493,American Journal of Epidemiology
0,pub.1044178235,Effects of Particulate and Gaseous Air Pollution on Cardiorespiratory Hospitalizations,1999,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1034529076,Association between ozone and hospitalization for acute respiratory diseases in children less than 2 years of age.,2001,jour.1090493,American Journal of Epidemiology
0,pub.1064198234,A Bayesian Semiparametric Model for Random-Effects Meta-Analysis,2005,jour.1009619,Journal of the American Statistical Association
0,pub.1021452458,Nasal inflammatory responses in children exposed to a polluted urban atmosphere,1995,jour.1312169,Journal of Toxicology and Environmental Health
0,pub.1038358704,Cigarette Smoking and Ozone-Associated Emergency Department Use for Asthma by Adults in New York City,1999,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1023222375,Short-term association between air pollution and emergency room visits for asthma in Barcelona.,1995,jour.1019594,Thorax
0,pub.1044033100,Acute effects of ozone on the pulmonary function of exercising schoolchildren from Mexico City.,1995,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1051984241,"Air pollution and hospital admissions for cardiovascular disease in Taipei, Taiwan",2005,jour.1009554,Environmental Research
0,pub.1049309950,Gaseous air pollution and atopy,1999,jour.1014810,Clinical & Experimental Allergy
0,pub.1064746935,Adverse effect of air pollution on respiratory health of primary school children in Taiwan.,1998,jour.1031925,Environmental Health Perspectives
0,pub.1064747366,Short-term effect of ozone on the pulmonary function of children in primary school.,1999,jour.1031925,Environmental Health Perspectives
0,pub.1013907470,Elementary School Absenteeism and Air Pollution,2000,jour.1099488,Inhalation Toxicology
0,pub.1042131395,Association of ambient air‐pollution levels with acute asthma exacerbation among children in Singapore,1999,jour.1371199,Allergy
0,pub.1051952133,"A Study of the Association between Daily Mortality and Ambient Air Pollutant Concentrations in Pittsburgh, Pennsylvania",2000,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1037714949,"Effect of the Fine Fraction of Particulate Matter versus the Coarse Mass and Other Pollutants on Daily Mortality in Santiago, Chile",2000,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1016529820,Model uncertainty and health effect studies for particulate matter,2000,jour.1024804,Environmetrics
0,pub.1014902066,The effect of ozone associated with summertime photochemical smog on the frequency of asthma visits to hospital emergency departments,1992,jour.1009554,Environmental Research
0,pub.1011013774,The role of the peak flow meter in the diagnosis and management of asthma,1991,jour.1055081,Journal of Allergy and Clinical Immunology
0,pub.1004505339,Acute respiratory effects of summer smog in primary school children,1994,jour.1087073,Toxicology Letters
0,pub.1042531428,Short term respiratory health effects of ambient air pollution: results of the APHEA project in Paris.,1996,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1064747287,Fetal growth and maternal exposure to particulate matter during pregnancy.,1999,jour.1031925,Environmental Health Perspectives
0,pub.1064736972,The impact of polycyclic aromatic hydrocarbons and fine particles on pregnancy outcome.,2000,jour.1031925,Environmental Health Perspectives
0,pub.1021633852,Contribution of Respiratory Disease to Nonrespiratory Mortality Associations with Air Pollution,2003,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1064741692,Asthma symptoms in Hispanic children and daily ambient exposures to toxic and criteria air pollutants.,2003,jour.1031925,Environmental Health Perspectives
0,pub.1064741930,Association of FEV1 in asthmatic children with personal and microenvironmental exposure to airborne particulate matter.,2004,jour.1031925,Environmental Health Perspectives
0,pub.1042291972,The UCLA Population Studies of Chronic Obstructive Respiratory Disease 9. Lung Function Changes Associated with Chronic Exposure to Photochemical Oxidants; A Cohort Study among Never-Smokers,1987,jour.1012865,CHEST Journal
0,pub.1000067813,"Modeling of air pollution and its relationship with mortality and morbidity in Madrid, Spain",1999,jour.1013819,International Archives of Occupational and Environmental Health
0,pub.1139202263,Workshop to Identify Critical Windows of Exposure for Children's Health: Immune and Respiratory Systems Work Group Summary,2000,jour.1031925,Environmental Health Perspectives
0,pub.1016071640,Air pollution and daily mortality: Associations with particulates and acid aerosols,1992,jour.1009554,Environmental Research
0,pub.1013442143,Association of Air Pollution with Increased Incidence of Ventricular Tachyarrhythmias Recorded by Implanted Cardioverter Defibrillators,2005,jour.1031925,Environmental Health Perspectives
